source;target;operator;cables;fromrelation;voltage;wires;ref;rohmkm;ithmaxa;type;frequency;wktsrid4326;lengthm;xohmkm;cnfkm;name;lid
109049;47948;;3;'';"220000;220000";;7;;;line;;"SRID=4326;LINESTRING(18.1073928753137 53.1359632782387,17.8784689008596 53.0888800187888)";31499.1784334017;;;"220kV Jasiniec - Bydgoszcz ZachÃ³d;Bydgoszcz ZachÃ³d";328085
403968;439512;;"3;3";'';"220000;220000";;;;;line;"50;50";"SRID=4326;LINESTRING(16.5672028980634 63.0320564698866,16.5709267852069 63.0339152541753)";214.787667041398;;;;791312
76737;316010;RWE;"6;6;6;6;9";'';"220000;220000;220000;220000;220000";"2;2;1;2";2468;;;line;"50;50;50;50;50";"SRID=4326;LINESTRING(7.21580005085776 51.2210060089823,7.6025920884929 51.3453577551505)";30671.8286109528;;;"220 kV Bigge Ost+West+ANK;220 kV Bigge Ost+West;220 kV Bigge Ost+West+ANK;220 kV Bigge Ost+West;220 kV Bigge Ost+West+ANK";718563
76737;305940;RWE;"3;12;3;12";'';"110000;110000;110000;110000";"2;1;2;1";0250;;;line;"50;50;50;50";"SRID=4326;LINESTRING(7.21580005085776 51.2210060089823,7.23200828770451 51.2300214641094)";1562.13493536303;;;"110kV Linde Ost;110kV Linde West";827895
76737;321742;RWE;"3;3;6;12";'';"110000;110000;380000;380000;110000";"2;2;4;4";4561;;;line;"50;50;50;50";"SRID=4326;LINESTRING(7.21580005085776 51.2210060089823,7.23290543517876 51.2260385877182)";1213.61451495792;;;"110kV Lennep Ost;110kV Lennep West;380kV Dauersberg West+Leichlingen Ost;RWE 4562 Ronsdorf - Bomig";817758
338438;47298;;"3;3;3";'';"220000;220000;220000";"1;1;1";;;;line;50;"SRID=4326;LINESTRING(-0.0151060845928705 39.9783945148861,-0.158488058778167 39.813753692573)";22039.595781923;;;;729257
338438;91758;;3;'';220000;1;;;;line;;"SRID=4326;LINESTRING(-0.162914122049349 39.8150234891759,-0.158488058778167 39.813753692573)";313.338830894255;;;;604128
338438;53062;;"3;3;3";'';"220000;220000;220000";"1;1;1";;;;line;50;"SRID=4326;LINESTRING(-0.267736592529486 39.6723172356387,-0.158488058778167 39.813753692573)";19525.8940595523;;;;729256
338442;423420;;"3;3;3;3;3;3;3;3";'';"400000;400000;400000;400000;400000;400000;400000;400000";;;;;line;"50;50;50;50;50;50;50;50";"SRID=4326;LINESTRING(16.0130181812484 61.370500489891,15.512980568714 61.9429684244906)";69395.7604590372;;;;768360
338455;338456;;3;'';220000;;;;;line;;"SRID=4326;LINESTRING(26.5091157799144 46.8745221523784,26.5090315179407 46.8750716345064)";60.0630326092539;;;;478865
338456;95867;;3;'';220000;;;;;line;;"SRID=4326;LINESTRING(26.1767418453728 46.9215294214448,26.5090315179407 46.8750716345064)";32256.7633000599;;;;478866
77829;80373;;"3;6;3";'';"330000;330000;330000";;;;;line;;"SRID=4326;LINESTRING(34.9066836503803 48.4421873367871,34.8936067105354 48.4037128500393)";4358.68123140301;;;;829071
77829;420901;;3;'';330000;;Ð-235;;;line;;"SRID=4326;LINESTRING(34.9066836503803 48.4421873367871,34.8952652557741 48.4217111575503)";2415.94341165801;;;;764775
436782;294446;;"3;3";'';"400000;220000";;;;;line;;"SRID=4326;LINESTRING(17.0862954586469 60.6276573686284,17.0079529255033 60.6249928313365)";4582.12065982971;;;;787408
436784;115581;;"3;3;3;3;3;3;3;3;3;3;3";'';"400000;400000;400000;400000;400000;400000;400000;400000;400000;400000;400000";"3;3;3";;;;line;"50;50;50;50;50;50;50;50;50;50";"SRID=4326;LINESTRING(15.8228731546335 60.588457326019,15.8213357144575 60.5861898232572)";192.483482664216;;;;787411
436784;72885;;"3;3;3;3;3;3;3;3;3;3;3";'';"400000;400000;400000;400000;400000;400000;400000;400000;400000;400000;400000";"3;3;3";;;;line;"50;50;50;50;50;50;50;50;50;50";"SRID=4326;LINESTRING(15.6456573060247 60.3907292468497,15.8213357144575 60.5861898232572)";24069.0167769392;;;;787412
305715;88786;Red ElÃ©ctrica de EspaÃ±a;"6;3;6;3;6";'';"400000;400000;400000;400000;400000";"2;3;3;3";;;;line;;"SRID=4326;LINESTRING(-6.5848783961945 42.5933493823369,-7.85414759703745 43.4337670563599)";144835.462986198;;;;828365
305715;50203;Red ElÃ©ctrica de EspaÃ±a;6;'';400000;3;;;;line;;"SRID=4326;LINESTRING(-6.55037924191477 42.5728096693067,-6.5848783961945 42.5933493823369)";4169.93968640944;;;;490236
436791;310946;NOK;"6;6";'';"380000;380000";2;"Ku-W; Tamina Ost";;;line;;"SRID=4326;LINESTRING(8.87050514556407 47.3213070840111,9.00671484261391 47.2415609705744)";14081.5912276639;;;;832024
436794;48348;;;'';;;;;;line;;"SRID=4326;LINESTRING(10.9332557376062 59.9296983042617,10.926064341359 59.9318598085235)";549.001535662881;;;;339022
436794;59413;;"3;3";'';"420000;420000";4;;;;line;;"SRID=4326;LINESTRING(10.782974814459 59.7286807839575,10.926064341359 59.9318598085235)";29890.1712821768;;;;787426
436794;120359;;"3;3";'';"420000;420000";4;;;;line;;"SRID=4326;LINESTRING(10.926064341359 59.9318598085235,11.1333822560164 60.0052749710554)";15913.5654536023;;;;827750
76348;94112;;"3;3";'';"400000;400000";;;;;line;;"SRID=4326;LINESTRING(20.9698129226869 47.9428719515126,22.6239657938402 48.4168270949615)";143007.7317604;;;"SajÃ³szÃ¶ged - ÐÑÐºÐ°ÑÐµÐ²Ð¾ (MunkÃ¡cs);SajÃ³szÃ¶ged - ÐÑÐºÐ°ÑÐµÐ²Ð¾ (MunkÃ¡cs)";326469
76348;309591;;3;'';220000;1;;;;line;;"SRID=4326;LINESTRING(20.9698129226869 47.9428719515126,21.5370165899543 47.5914838757196)";60316.9327186915;;;SajÃ³szÃ¶ged - Debrecen;652820
76348;59726;;3;'';400000;3;;;;line;50;"SRID=4326;LINESTRING(19.1628529292005 47.6922689603015,20.9698129226869 47.9428719515126)";145095.825898754;;;GÃ¶d - SajÃ³szÃ¶ged;74115
76348;443055;;3;'';;;;;;line;;"SRID=4326;LINESTRING(21.0776025945526 47.9178552342336,20.9698129226869 47.9428719515126)";11093.2632871843;;;AES ErÅmÅ± - SajÃ³szÃ¶ged;822422
76348;77143;;3;'';400000;;;;;line;;"SRID=4326;LINESTRING(20.9698129226869 47.9428719515126,20.8535906265368 48.1208399153486)";24987.0857638777;;;SajÃ³szÃ¶ged -FelsÅzsolca II.;73068
76348;439034;;"6;6";'';"220000;220000";;;;;line;;"SRID=4326;LINESTRING(20.9698129226869 47.9428719515126,21.3005805669461 47.9952440909402)";26261.7862142495;;;SajÃ³szÃ¶gedâKisvÃ¡rda (HU)âÐÑÐºÐ°ÑÐµÐ²Ð¾ (MunkÃ¡cs) (UA);790626
320061;314681;RWE;9;'';"220000;110000";1;2327;;;line;50;"SRID=4326;LINESTRING(7.89633166425797 49.8611534700947,7.81826617960589 49.8919222828629)";6845.06324438052;;;"220 kV Windesheim; 110 kV Kreuznach Ost|West";517513
320061;320060;RWE;;'';"220000;110000";;2327;;;line;50;"SRID=4326;LINESTRING(7.89633166425797 49.8611534700947,7.89862488351527 49.8603024871273)";188.838796171935;;;220 kV Windesheim;491473
305730;440939;;6;'';220000;2;"256;257";;;line;;"SRID=4326;LINESTRING(12.8651390676909 48.3295814903064,12.8269677328656 48.2817671208086)";6343.09720762736;;;"Pirach - St. Peter;Pirach - Pleinting";793361
305730;305735;TenneT TSO GmbH;12;'';220000;"2;1";"256;257;233;234";;;line;;"SRID=4326;LINESTRING(12.9981968089224 48.2953359501084,12.8651390676909 48.3295814903064)";10660.9509363012;;;"Pirach - St. Peter;Pirach - Pleinting;Altheim - St. Peter;Altheim - Simbach";429724
436804;75073;;3;'';400000;;;;;line;;"SRID=4326;LINESTRING(25.7385536060226 64.9166475968686,25.2568791243885 64.4192072260795)";60097.5278074501;;;;73520
436804;72887;;"3;3;3;3";'';"400000;400000;400000;400000";;;;;line;;"SRID=4326;LINESTRING(24.8753286397246 63.9725139891487,25.2568791243885 64.4192072260795)";53276.6198014903;;;;787440
305735;305736;TenneT TSO GmbH;12;'';220000;"2;1";"256;257;230;233";;;line;;"SRID=4326;LINESTRING(12.9981968089224 48.2953359501084,13.0525448836117 48.2698932875001)";4937.79070804428;;;"Pirach - St. Peter;Pirach - Pleinting;St. Peter - Simbach;Altheim - St. Peter";679192
305735;305738;;"3;6;3";'';"220000;220000;220000";"1;1;1";234;;;line;;"SRID=4326;LINESTRING(13.0008188115737 48.2716667436463,12.9981968089224 48.2953359501084)";2835.16984973251;;;"St. Peter - Simbach;Altheim - Simbach";825956
305736;315000;TenneT TSO GmbH;3;'';220000;;256;;;line;;"SRID=4326;LINESTRING(13.0588248260999 48.26798116256,13.0525448836117 48.2698932875001)";511.068605052464;;;;517885
305736;401478;;6;'';220000;1;"230;233";;;line;;"SRID=4326;LINESTRING(13.0525448836117 48.2698932875001,13.081848382547 48.256451015239)";2538.44307203288;;;"St. Peter - Simbach;Altheim - St. Peter";465921
305736;314999;TenneT TSO GmbH;3;'';220000;;257;;;line;;"SRID=4326;LINESTRING(13.0525448836117 48.2698932875001,13.0564748333166 48.2715097898785)";341.336353645857;;;;703507
305738;56312;;12;'';"220000;110000";1;"230;234;142";;;line;;"SRID=4326;LINESTRING(13.0028160127263 48.2619224446526,13.0008188115737 48.2716667436463)";986.713142387372;;;;516748
436812;36513;RTE;"3;3";'';"63000;63000";1;;;;line;;"SRID=4326;LINESTRING(2.14322807027237 48.7304303974785,2.14626388535457 48.7325102029196)";252.333260167981;;;;787451
436812;425107;RTE;"3;6";'';"225000;225000;0";1;;;;line;;"SRID=4326;LINESTRING(2.16554278341053 48.7499784259895,2.14626388535457 48.7325102029196)";2722.57963584964;;;;770740
436812;36429;RTE;"3;3";'';"63000;63000";1;;;;line;;"SRID=4326;LINESTRING(2.17831634955323 48.7457413141354,2.14626388535457 48.7325102029196)";3728.36567784226;;;;787452
109135;386172;;"3;3;3";'';"220000;220000;220000";;;;;line;;"SRID=4326;LINESTRING(17.7377375512023 59.8582108323217,17.6990432309726 59.9173307682082)";6848.14936357846;;;;738974
404049;299274;;3;'';220000;1;;;;line;50;"SRID=4326;LINESTRING(-6.49391301423093 53.4112734797952,-6.4151041381496 53.4142492205153)";5288.17361066084;;;;750584
404049;440397;;3;'';220000;1;;;;line;50;"SRID=4326;LINESTRING(-6.4151041381496 53.4142492205153,-6.3954613063428 53.4223521547093)";1719.65412019769;;;;792588
404051;404255;;;'';220000;;"22.106;22.107";;;line;;"SRID=4326;LINESTRING(8.39946194596617 39.2056025956618,8.40406875329669 39.1966081791529)";921.259293908946;;;;284045
371287;299852;RWE;"12;12";'';"220000;110000;220000;110000";"2;1;2;1";2486;;;line;;"SRID=4326;LINESTRING(6.75133532002657 51.5181267782282,6.73357068612546 51.5202530781326)";1310.54309942899;;;;712554
404059;141183;;3;'';"220000;220000;220000";;22.273;;;line;;"SRID=4326;LINESTRING(14.386075652473 40.9203742286469,14.3948187415717 40.9199381927053)";601.164668991705;;;Casalnuovo-Alfa Avio;745003
404063;48052;Red ElÃ©ctrica de EspaÃ±a;"3;3";'';"220000;220000";"2;2";;;;line;"50;50";"SRID=4326;LINESTRING(-3.8674059683344 43.4360145227594,-3.84595345523954 43.4408213274136)";1720.23772309569;;;;730101
76385;60564;;3;'';220000;2;;;;line;;"SRID=4326;LINESTRING(23.0952204992354 63.8133723297674,23.6068237400001 64.0217785269172)";37812.4358183547;;;;704217
404067;387168;Terna;3;'';"220000;220000";;22.228;;;line;;"SRID=4326;LINESTRING(15.1712843632775 37.1274284851969,15.2159451685417 37.1375168695537)";5077.87136157971;;;Melilli-Priolo/gr. 2;726664
404070;340630;;"3;3;3";'';"220000;220000;220000;220000;220000";;22.285;;;line;;"SRID=4326;LINESTRING(14.3060201575316 40.9099034675829,14.302850026294 40.9095350786584)";270.198235199429;;;"Casoria-Fratta;Casoria-Fratta;Napoli Levante-Casoria";805930
404087;144152;;"3;3;3;3";'';"220000;220000;220000;220000";;;;;line;;"SRID=4326;LINESTRING(26.808405163144 67.6951480926586,27.5831571781047 68.655856848684)";121713.738845851;;;;318136
404087;145297;;"3;3";'';"220000;220000";;;;;line;;"SRID=4326;LINESTRING(27.5831571781047 68.655856848684,27.0891706106954 69.9063539712954)";165126.439293474;;;;820254
305785;56488;PSE Operator;"3;3";'';"400000;400000";;;;;line;50;"SRID=4326;LINESTRING(20.8813133198076 52.2906487524883,20.8707978579829 52.2907338882337)";511.754073594898;;;400kV MoÅciska - MiÅosna;341775
305785;305786;PSE Operator;3;'';400000;;;;;line;50;"SRID=4326;LINESTRING(20.8707978579829 52.2907338882337,20.8707710881874 52.2901933820903)";58.9516680074463;;;400kV OÅtarzew - MiÅosna;463309
305785;59781;PSE;6;'';400000;2;;;;line;;"SRID=4326;LINESTRING(21.0296246409858 52.3708352048286,20.8707978579829 52.2907338882337)";16697.9960589906;;;400kV MiÅosna - OÅtarzew / MoÅciska;757579
305786;56488;PSE Operator;3;'';"400000;400000";;;;;line;50;"SRID=4326;LINESTRING(20.8813133198076 52.2906487524883,20.8707710881874 52.2901933820903)";506.307707401494;;;400kV OÅtarzew - MoÅciska;341774
305788;313842;Red ElÃ©ctrica de EspaÃ±a;6;'';400000;2;;;;line;50;"SRID=4326;LINESTRING(-5.6990151093858 39.8005006656916,-6.0638625382644 39.9568474596458)";39078.1399364162;;;;830489
436868;305852;Amprion;"6;6;6";'';"220000;110000;220000;110000;220000;110000";"2;1;2;1";2409;;;line;"50;50;50";"SRID=4326;LINESTRING(7.06245864401228 50.0424147423636,7.06269649097267 50.0426550136756)";22.2579319575226;;;"220 kV Kondelwald; 110 kV PÃ¼nderich;220 kV Kondelwald;220 kV Kondelwald; 110 kV PÃ¼nderich";787534
436868;340430;Amprion;"6;6;6";'';"220000;110000;220000;110000;220000;110000";"2;1;2;1";2409;;;line;"50;50;50";"SRID=4326;LINESTRING(7.11469298283797 50.1224626607132,7.06269649097267 50.0426550136756)";10114.0773887282;;;"220 kV Kondelwald; 110 kV PÃ¼nderich;220 kV Kondelwald; 110 kV PÃ¼nderich;220 kV Kondelwald";787533
404106;324610;;"3;3";'';"220000;220000;220000;220000";;01;;;line;"50;50";"SRID=4326;LINESTRING(15.2741849417689 52.7448396743325,15.2674060557828 52.7483228958676)";385.278599948205;;;"Krajnik - mostek 1;LeÅniÃ³w - mostek 1;220kV Krajnik - GorzÃ³w;220kV LeÅniÃ³w - GorzÃ³w";832933
404119;299341;TenneT;"3;3;6;3";'';"380000;380000;380000;380000";"4;4;4";GieÃen/SÃ¼d;;;line;50;"SRID=4326;LINESTRING(8.65581369184179 50.6048234466578,8.64750101837662 50.6075326537653)";493.556027327005;;;;822973
305823;50203;Red ElÃ©ctrica de EspaÃ±a;3;'';220000;;;;;line;50;"SRID=4326;LINESTRING(-6.55037924191477 42.5728096693067,-6.62944013434701 42.5956834599402)";7667.81664269445;;;;427464
305823;60463;Red ElÃ©ctrica de EspaÃ±a;"3;3;6";'';"220000;220000;220000";;;;;line;"50;50;50";"SRID=4326;LINESTRING(-6.6247226448478 42.585969426157,-6.62944013434701 42.5956834599402)";1113.96810249122;;;;824549
141985;58052;;6;'';275000;;;;;line;;"SRID=4326;LINESTRING(-1.50007942187095 55.0236727938131,-1.53511419549987 55.0655748928711)";5814.69466619403;;;;706139
141985;124606;;6;'';275000;;;;;line;;"SRID=4326;LINESTRING(-1.53511419549987 55.0655748928711,-1.53126603099983 55.1412003541033)";10645.2443731233;;;;831953
109222;118145;;3;'';400000;;;;;line;;"SRID=4326;LINESTRING(19.8001999562808 66.9593621676375,19.8248501988358 66.8818057007713)";10116.3579600657;;;;176347
401824;60309;;3;'';"275000;275000";;;;;line;50;"SRID=4326;LINESTRING(0.288293706556615 51.4711345838526,0.244664121924396 51.4637489325452)";2586.91731940269;;;;720917
401824;111590;;"3;6;3";'';"275000;275000;275000";;;;;line;;"SRID=4326;LINESTRING(0.175595814622913 51.4479105202078,0.244664121924396 51.4637489325452)";5037.73135816443;;;Littlebrook-?;823499
436908;59014;;"3;3";'';"400000;400000";"3;3";;;;line;;"SRID=4326;LINESTRING(23.574175226661 60.8022621723208,23.2180914832638 60.9398062153347)";24655.1212289073;;;;787592
318578;318576;;3;'';220000;;;;;line;50;"SRID=4326;LINESTRING(-8.25050234649022 42.5552604584388,-8.32266607938869 42.491165890012)";10173.2955400246;;;;614166
305845;56572;;"3;6;3;3;6;3";'';"220000;150000;220000;220000;70000;220000";;;;;line;;"SRID=4326;LINESTRING(5.66043834092412 50.6139553428426,5.60185773000033 50.6065647903789)";4118.9210323459;;;;826898
305845;305903;;3;'';220000;;;;;line;;"SRID=4326;LINESTRING(5.53587494524577 50.5821842825139,5.60185773000033 50.6065647903789)";6082.86455172841;;;;619960
404151;50895;;3;'';"380000;380000";;21.001;;;line;;"SRID=4326;LINESTRING(8.71243004495347 40.6527014344861,8.30069841768127 40.8486867260351)";44728.4301199871;;;Fiumesanto-Codrongianos;322394
56436;423796;;"3;3;6;6;3";'';"220000;220000;220000;220000;220000";;;;;line;;"SRID=4326;LINESTRING(5.6196366839695 50.6445020348321,5.69457361580889 50.7462449330824)";16902.4333411126;;;;768888
56436;56363;;"3;3;6;6;3;3;3;3";'';"220000;220000;220000;150000;220000;150000;150000;220000;220000;150000";;;;;line;;"SRID=4326;LINESTRING(5.6196366839695 50.6445020348321,5.47173207309626 50.5403276787237)";21130.3191121016;;;;823078
56436;56572;;"6;6";'';"150000;150000";;;;;line;;"SRID=4326;LINESTRING(5.6196366839695 50.6445020348321,5.66043834092412 50.6139553428426)";5053.00576444011;;;;322466
109245;109246;PSE Operator;"3;3";'';"400000;400000";2;;;;line;50;"SRID=4326;LINESTRING(21.5568204497687 52.2697209815587,22.3439078325847 52.1297559468424)";69223.2034648813;;;"400kV Kozienice - Siedlce UjrzanÃ³w;400kV Siedlce UjrzanÃ³w - StanisÅawÃ³w";829017
109246;308124;PSE Operator;3;'';"400000;400000";2;;;;line;50;"SRID=4326;LINESTRING(21.5568204497687 52.2697209815587,21.5482812839541 52.2669797932302)";482.268136225292;;;400kV MiÅosna - StanisÅawÃ³w;344813
109246;373217;PSE Operator;3;'';"400000;400000";2;;;;line;50;"SRID=4326;LINESTRING(21.5568204497687 52.2697209815587,22.8471651448991 52.927736343747)";123047.800349651;;;400kV MiÅosna - Narew;344810
436928;103786;Svenska KraftnÃ¤t;"3;3;3;3";'';"400000;400000;400000;400000";"2;2";;;;line;"50;50;50;50";"SRID=4326;LINESTRING(13.602385998023 55.8331232562368,14.1465404600105 56.0882438092199)";44466.0924562405;;;;787619
436928;92590;Svenska KraftnÃ¤t;"3;3;3;3";'';"400000;400000;400000;400000";"2;2";;;;line;"50;50;50;50";"SRID=4326;LINESTRING(14.712866478752 56.3183160005115,14.1465404600105 56.0882438092199)";44614.5584076258;;;;787620
305859;320024;;9;'';380000;;;;;line;50;"SRID=4326;LINESTRING(7.50083955693457 50.3450396428239,7.49135119157758 50.3507650750805)";930.862799859224;;;;655100
305859;305861;;6;'';"220000;110000";;;;;line;50;"SRID=4326;LINESTRING(7.49135119157758 50.3507650750805,7.31203147085527 50.2333453736307)";19089.229275023;;;220 kV Kondelwald;518425
305861;401627;Amprion;"6;6;6;6";'';"220000;110000;110000;220000;110000;220000;110000";"2;1;2;1";2409;;;line;"50;50;50";"SRID=4326;LINESTRING(7.1145062613018 50.1496422821803,7.31203147085527 50.2333453736307)";18015.730945285;;;"220 kV Kondelwald;220 kV Kondelwald; 110 kV PÃ¼nderich;220 kV Kondelwald; 110 kV PÃ¼nderich";827778
34593;144935;RTE;"3;3;6";'';"225000;225000;225000;225000;225000";;;;;line;;"SRID=4326;LINESTRING(2.35664748992527 45.3940159171569,2.49786437501877 45.4129904963972)";11420.8841645763;;;;826374
34593;144936;RTE;3;'';"225000;225000";;;;;line;;"SRID=4326;LINESTRING(2.35664748992527 45.3940159171569,2.3661892830727 45.3907349193178)";709.183847893775;;;;325250
34593;53994;RTE;3;'';225000;;;;;line;;"SRID=4326;LINESTRING(2.35664748992527 45.3940159171569,2.21421419199715 45.246355127868)";19692.2615360994;;;;44353
34593;317200;RTE;"3;3;3;3";'';"225000;225000;225000;225000";;;;;line;;"SRID=4326;LINESTRING(2.35664748992527 45.3940159171569,1.95913229970666 46.2075273446197)";102684.075110331;;;;325329
34593;144734;RTE;3;'';"90000;90000;90000";;;;;line;;"SRID=4326;LINESTRING(2.35664748992527 45.3940159171569,2.36489821766575 45.3896204986361)";606.49922903382;;;;325249
76493;422168;;6;'';275000;2;;;;line;50;"SRID=4326;LINESTRING(-3.06178731971545 53.3657527161379,-3.05788079324889 53.3167186021398)";5461.90412706576;;;;766581
436946;142936;;"3;3;3;3;3";'';"400000;400000;400000;400000;400000";"3;3;3;3;3";;;;line;"50;50;50;50;50";"SRID=4326;LINESTRING(14.9789640758794 56.8187219179064,14.8889362169707 56.8286396580487)";5743.10884246214;;;;787646
340430;401627;Amprion;"6;6;6;6";'';"110000;220000;110000;220000;110000;220000;110000";"2;1;2;1";2409;;;line;"50;50;50";"SRID=4326;LINESTRING(7.1145062613018 50.1496422821803,7.11469298283797 50.1224626607132)";2937.58427493431;;;"220 kV Kondelwald; 110 kV PÃ¼nderich;220 kV Kondelwald;220 kV Kondelwald; 110 kV PÃ¼nderich";827779
305882;306249;"TenneT TSO GmbH;E.ON Netz GmbH";12;'';"380000;110000;0";"2;1";"437;116";;;line;;"SRID=4326;LINESTRING(11.5660269448322 50.1689194526935,11.6148067224013 50.1808238626332)";3726.49670177319;;;"Etzenricht - Mechlenreut - Redwitz;MÃ¼nchberg - Untersteinach";602536
305884;383681;;3;'';380000;;;;;line;50;"SRID=4326;LINESTRING(6.61193691019358 46.5571986781605,6.61382786386665 46.5578221896569)";159.644008040852;;;;579482
305884;383682;;3;'';380000;;;;;line;50;"SRID=4326;LINESTRING(6.61193691019358 46.5571986781605,6.61389245273558 46.557660289847)";157.136642658113;;;;402615
305884;320717;;8;'';"380000;132000";;;;;line;"50;16.7";"SRID=4326;LINESTRING(6.46240721075477 46.5479189748153,6.61193691019358 46.5571986781605)";11917.0565364447;;;;346322
